ship_name,operator,url,callsign,IMO_number,MMSI_number,crew,capacity
Running on Waves,88 Parsec Ltd,https://www.vesselfinder.com/vessels/RUNNING-ON-WAVES-IMO-9589205-MMSI-229383000,9HA3288,9589205,229383000,19,42
Adriana,Adriana Cruises,https://en.wikipedia.org/wiki/MS_Adriana,V4CH2,7118404,341857000,100,350
AIDAaura,AIDA Cruises,https://en.wikipedia.org/wiki/AIDAaura,IBNZ,9221566,247117400,418,1300
AIDAbella,AIDA Cruises,https://en.wikipedia.org/wiki/AIDAbella,ICGS,9362542,247229700,646,2500
AIDAblu,AIDA Cruises,https://en.wikipedia.org/wiki/AIDAblu,IBWX,9398888,247282500,607,2500
AIDAcara,AIDA Cruises,https://en.wikipedia.org/wiki/AIDAcara,IBNR,9112789,247117300,360,1339
AIDAdiva,AIDA Cruises,https://en.wikipedia.org/wiki/AIDAdiva,ICDH,9334856,247187700,646,2500
AIDAluna,AIDA Cruises,https://en.wikipedia.org/wiki/AIDAluna,ICLP,9334868,247255400,607,2500
AIDAmar,AIDA Cruises,https://en.wikipedia.org/wiki/AIDAmar,ICSJ,9490052,247312900,620,2686
AIDAnova,AIDA Cruises,https://www.vesselfinder.com/vessels/AIDANOVA-IMO-9781865-MMSI-247389200,IBUK,9781865,247389200,1500,6600
AIDAperla,AIDA Cruises,https://en.wikipedia.org/wiki/AIDAperla,IBRL,9636967,247385300,900,4350
AIDAprima,AIDA Cruises,https://en.wikipedia.org/wiki/AIDAprima,IBGU,9636955,247353800,900,3400
AIDAsol,AIDA Cruises,https://en.wikipedia.org/wiki/AIDAsol,ICPE,9490040,247302900,609,2686
AIDAstella,AIDA Cruises,https://en.wikipedia.org/wiki/AIDAstella,ICUP,9601132,247322800,620,2700
AIDAvita,AIDA Cruises,https://en.wikipedia.org/wiki/AIDAvita,IBNP,9221554,247114900,426,1582
American Glory,American Cruise Lines,https://www.cruisemapper.com/ships/American-Glory-824,WDA8860,8972338,366858820,22,54
Independence,American Cruise Lines,https://en.wikipedia.org/wiki/Independence_(cruise_ship),WDF3297,9583366,367438210,400,1073
Queen of the Mississippi,American Cruise Lines,https://en.wikipedia.org/wiki/Queen_of_the_Mississippi_(2015_ship),WDH7491,,367648680,40,150
St Helena,Andrew Weir Shipping Ltd,https://en.wikipedia.org/wiki/RMS_St_Helena_(1989),MMHE5,8716306,232669000,56,156
A Rosa Stella,Arosa Cruises,https://www.vesselfinder.com/vessels/A-ROSA-STELLA-IMO-0-MMSI-269057680,HE7680,,269057680,45,174
Formosa Queen,Asia Star Cruises,https://en.wikipedia.org/wiki/MV_Ocean_Pearl,3FLU9,7005190,538003398,423,1196
Oriana,Astro Ocean,https://en.wikipedia.org/wiki/MV_Oriana_(1995),ZCDU9,9050137,310529000,794,1928
Azamara Journey,Azamara Cruises,https://en.wikipedia.org/wiki/Azamara_Journey,9HOB8,9200940,256204000,408,781
Azamara Quest,Azamara Cruises,https://en.wikipedia.org/wiki/Azamara_Quest,9HOM8,9210218,256216000,408,781
Grand Celebration,Bahamas Paradise Cruise Line,https://en.wikipedia.org/wiki/Grand_Celebration,CQMC,8314134,255803270,670,1896
Grand Classica,Bahamas Paradise Cruise Line,https://www.vesselfinder.com/vessels/GRAND-CLASSICA-IMO-8716502-MMSI-255806153,CQAE7,8716502,255806153,650,1570
Birka Stockholm,Birka Line,https://en.wikipedia.org/wiki/MS_Birka_Stockholm,SIJW,9273727,266314000,200,2000
Royal Iris,Black Sea Cruises,https://en.wikipedia.org/wiki/MS_Royal_Iris,UBRP5,7032997,273397120,325,770
Ivan Franko,Black Sea Shipping Company,https://en.wikipedia.org/wiki/MS_Ivan_Franko,J8TA9,5415901,,150,750
Mikhail Lermontov,Black Sea Shipping Company,https://en.wikipedia.org/wiki/MS_Mikhail_Lermontov,UQTT,7042318,,347,1334
Ocean Life,Blue Ocean Cruises,https://en.wikipedia.org/wiki/MV_Ocean_Life,9HGB9,7625809,256935000,98,550
Reef Endeavour,Captain Cook Cruises,https://en.wikipedia.org/wiki/MV_Reef_Endeavour,3DQF,9012666,520184000,50,150
Carnival Breeze,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Breeze,3FZO8,9555723,354842000,1386,4428
Carnival Conquest,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Conquest,3FPQ9,9198355,357657000,1150,3581
Carnival Dream,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Dream,3ETA7,9378474,370490000,1369,4533
Carnival Ecstasy,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Ecstasy,H3GR,8711344,353479000,920,2634
Carnival Elation,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Elation,3FOC5,9118721,355831000,980,2554
Carnival Fantasy,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Fantasy,H3GS,8700773,353486000,980,2675
Carnival Fascination,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Fascination,C6FM9,9041253,309682000,980,2634
Carnival Freedom,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Freedom,3EBL5,9333149,371154000,1150,3581
Carnival Glory,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Glory,3FPS9,9198367,357659000,1150,3581
Carnival Horizon,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Horizon,H3WI,9767091,370039000,1450,4977
Carnival Imagination,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Imagination,C6FN2,9053878,309933000,980,2634
Carnival Inspiration,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Inspiration,C6FM5,9087489,309484000,980,2610
Carnival Legend,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Legend,9HA3667,9224726,229857000,961,2549
Carnival Liberty,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Liberty,HPYE,9278181,371083000,1160,3574
Carnival Magic,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Magic,3ETA8,9378486,370491000,1386,4428
Carnival Miracle,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Miracle,H3VS,9237357,354277000,961,2549
Carnival Panorama,Carnival Cruise Line,https://www.vesselfinder.com/vessels/CARNIVAL-PANORAMA-IMO-9802384-MMSI-374527000,3FJB3,9802384,374527000,1450,4716
Carnival Paradise,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Paradise,3FOB5,9120877,355833000,980,2668
Carnival Pride,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Pride,H3VU,9223954,354215000,961,2549
Carnival Sensation,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Sensation,C6FM8,8711356,309697000,980,2634
Carnival Spirit,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Spirit,9HA3097,9188647,229136000,961,2549
Carnival Splendor,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Splendor,3EUS,9333163,372808000,1150,3619
Carnival Sunrise,Carnival Cruise Line,https://www.vesselfinder.com/vessels/CARNIVAL-SUNRISE-IMO-9138850-MMSI-308045000,C6FN5,9138850,308045000,1110,3730
Carnival Sunshine,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Sunshine,C6FN4,9070058,308017000,1150,3765
Carnival Valor,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Valor,H3VR,9236389,354298000,1180,3581
Carnival Victory,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Victory,3FFL8,9172648,355263000,1100,3470
Carnival Vista,Carnival Cruise Line,https://en.wikipedia.org/wiki/Carnival_Vista,3EMB9,9692569,,1450,4977
Bahamas Celebration,Celebration Cruise Line,https://en.wikipedia.org/wiki/MS_Bahamas_Celebration,V4FW3, 7904891,341944000,300,1900
Celebrity Apex,Celebrity Cruises,https://www.vesselfinder.com/vessels/CELEBRITY-APEX-IMO-9838383-MMSI-215105000,9HA4960,9838383,215105000,1320,3373
Celebrity Century,Celebrity Cruises,https://en.wikipedia.org/wiki/Celebrity_Century,9HJI9,9072446,249054000,843,1814
Celebrity Constellation,Celebrity Cruises,https://en.wikipedia.org/wiki/Celebrity_Constellation,9HJB9,9192399,249046000,999,2556
Celebrity Eclipse,Celebrity Cruises,https://en.wikipedia.org/wiki/Celebrity_Eclipse,9HXC9,9404314,249666000,1271,3420
Celebrity Edge,Celebrity Cruises,https://www.vesselfinder.com/vessels/CELEBRITY-EDGE-IMO-9812705-MMSI-248325000,9HA4612,9812705,248325000,1377,3521
Celebrity Equinox,Celebrity Cruises,https://en.wikipedia.org/wiki/Celebrity_Equinox,9HXD9,9372456,249667000,1250,3420
Celebrity Flora,Celebrity Cruises,https://www.vesselfinder.com/vessels/CELEBRITY-FLORA-IMO-9837925-MMSI-735059945,HC6354,9837925,735059945,82,100
Celebrity Infinity,Celebrity Cruises,https://en.wikipedia.org/wiki/Celebrity_Infinity,9HJD9,9189421,249048000,999,2604
Celebrity Millennium,Celebrity Cruises,https://en.wikipedia.org/wiki/Celebrity_Millennium,9HJF9,9189419,249055000,999,2590
Celebrity Reflection,Celebrity Cruises,https://en.wikipedia.org/wiki/Celebrity_Reflection,9HA3047,9506459,229074000,1271,3655
Celebrity Silhouette,Celebrity Cruises,https://en.wikipedia.org/wiki/Celebrity_Silhouette,9HA2583,9451094,248939000,1500,3463
Celebrity Solstice,Celebrity Cruises,https://en.wikipedia.org/wiki/Celebrity_Solstice,9HRJ9,9362530,249409000,1250,3420
Celebrity Summit,Celebrity Cruises,https://en.wikipedia.org/wiki/Celebrity_Summit,9HJC9,9192387,249047000,999,2590
Celebrity Xpedition,Celebrity Cruises,https://en.wikipedia.org/wiki/Celebrity_Xpedition,HC2083,9228368,735023483,68,118
Celebrity Xperience,Celebrity Cruises,https://www.vesselfinder.com/vessels/XPERIENCE-IMO-8112902-MMSI-735057561,HC4228,8112902,735057561,32,58
Celestyal Crystal,Celestyal Cruises,https://www.vesselfinder.com/vessels/CELESTYAL-CRYSTAL-IMO-7827213-MMSI-229001000,9HA2978,7827213,229001000,406,1452
Celestyal Olympia,Celestyal Cruises,https://en.wikipedia.org/wiki/MS_Thomson_Destiny,9HA3027,7927984,229051000,540,1664
Gemini,Celestyal Cruises,https://en.wikipedia.org/wiki/MS_Gemini,C6AY8, 9000687,311000160,700,1074
China Star,China Cruise Company,https://en.wikipedia.org/wiki/MV_China_Star,C6OP6,9008407,309788000,150,354
Freewinds,Church of Scientology,https://en.wikipedia.org/wiki/Freewinds,H9CK,6810811,354993000,50,360
Princess Daphne,Classic International Cruises,https://en.wikipedia.org/wiki/Princess_Daphne,CQSD,5282627,255718000,225,550
Club Med 2,Club Med,https://en.wikipedia.org/wiki/Club_Med_2,FNIR,9007491,227194000,214,386
Hanseatic,Columbia Cruise Services GmbH,https://en.wikipedia.org/wiki/MS_Hanseatic,C6KA9,9000168,309577000,125,184
Cruise Barcelona,Companhia Colonial de Navegacao,https://www.vesselfinder.com/vessels/CRUISE-BARCELONA-IMO-9351488-MMSI-247243600,IBWP,9351488,247243600,500,2794
Oceanic Discoverer,Coral Princess Cruises,https://www.vesselfinder.com/vessels/CORAL-DISCOVERER-IMO-9292747-MMSI-503492000,VMQ8808,9292747,503492000,25,72
Chinese Taishan,Costa Cruises,https://en.wikipedia.org/wiki/Chinese_Taishan,D5MU2,9183506,636017800,353,927
Costa Allegra,Costa Cruises,https://en.wikipedia.org/wiki/Costa_Allegra,ICRA,6916885,247816000,30,1072
Costa Atlantica,Costa Cruises,https://en.wikipedia.org/wiki/Costa_Atlantica,IBLQ,9187796,247645000,902,2680
Costa Classica,Costa Cruises,https://en.wikipedia.org/wiki/Costa_Classica,ICIC,8716502,247819000,620,1680
Costa Concordia,Costa Cruises,https://en.wikipedia.org/wiki/Costa_Concordia,IBHD,9320544,247158500,1100,3780
Costa Deliziosa,Costa Cruises,https://en.wikipedia.org/wiki/Costa_Deliziosa,IBJD,9398917,247282900,1100,2828
Costa Diadema,Costa Cruises,https://en.wikipedia.org/wiki/Costa_Diadema,IBCX,9636888,247353700,1253,4526
Costa Fascinosa,Costa Cruises,https://en.wikipedia.org/wiki/Costa_Fascinosa,ICPO,9479864,247313500,1100,3780
Costa Favolosa,Costa Cruises,https://en.wikipedia.org/wiki/Costa_Favolosa,ICPK,9479852,247311100,1110,3780
Costa Fortuna,Costa Cruises,https://en.wikipedia.org/wiki/Costa_Fortuna,IBNY,9239783,247094800,1090,3470
Costa Luminosa,Costa Cruises,https://en.wikipedia.org/wiki/Costa_Luminosa,ICGU,9398905,247257900,1050,2826
Costa Magica,Costa Cruises,https://en.wikipedia.org/wiki/Costa_Magica,IBQQ,9239795,247113300,1068,3470
Costa Mediterranea,Costa Cruises,https://en.wikipedia.org/wiki/Costa_Mediterranea,IBCF,9237345,247088200,920,2680
Costa neoRiviera,Costa Cruises,https://en.wikipedia.org/wiki/Costa_neoRiviera,IBDU,9172777,247325300,670,1727
Costa neoRomantica,Costa Cruises,https://en.wikipedia.org/wiki/Costa_neoRomantica,IBCR,8821046,247817000,650,1894
Costa Pacifica,Costa Cruises,https://en.wikipedia.org/wiki/Costa_Pacifica,ICJA,9378498,247258100,1100,3780
Costa Serena,Costa Cruises,https://en.wikipedia.org/wiki/Costa_Serena,ICAZ,9343132,247187600,1100,3700
Costa Smeralda,Costa Cruises,https://www.vesselfinder.com/vessels/COSTA-SMERALDA-IMO-9781889-MMSI-247391900,IBCA,9781889,247391900,1682,6518
Costa Venezia,Costa Cruises,https://www.vesselfinder.com/vessels/COSTA-VENEZIA-IMO-9801689-MMSI-247391100,IBAD,9801689,247391100,1278,5260
Costa Victoria,Costa Cruises,https://en.wikipedia.org/wiki/Costa_Victoria,IBLC,9109031,247109000,820,2394
Aranui 3,CPTM,https://en.wikipedia.org/wiki/Aranui_3,FNTU,9245354,546001000,64,208
Aranui 5,CPTM,https://en.wikipedia.org/wiki/Aranui_5,FIQC,9677492,546018800,64,256
Columbus,Cruise & Maritime Voyages,https://en.wikipedia.org/wiki/MV_Columbus,C6CP4,8611398,311000535,700,1856
Discovery,Cruise & Maritime Voyages,https://en.wikipedia.org/wiki/MV_Discovery,ZCDG2,7108514,310382000,350,698
Magellan,Cruise & Maritime Voyages,"https://en.wikipedia.org/wiki/MS_Magellan_(ship,_1985)",CQNH,8217881,255803790,660,1452
Marco Polo,Cruise & Maritime Voyages,https://en.wikipedia.org/wiki/MS_Marco_Polo,C6JZ7,6417097,308693000,356,915
Ocean Countess,Cruise & Maritime Voyages,https://en.wikipedia.org/wiki/Ocean_Countess,CQRH,7358561,255724000,350,800
Vasco da Gama,Cruise & Maritime Voyages,https://en.wikipedia.org/wiki/MS_Statendam,C6EG8,8919245,311000891,1025,3194
Astoria,Cruise and Maritime Voyages,https://www.vesselfinder.com/vessels/ASTORIA-IMO-5383304-MMSI-255801380,CQRV,5383304,255801380,200,600
Spirit of BC,Cruise West,https://www.vesselfinder.com/vessels/SPIRIT-OF-BC-IMO-9015668-MMSI-316001268,VOSM,9015668,316001268,470,2100
Spirit of Discovery,Cruise West,https://www.vesselfinder.com/vessels/SPIRIT-OF-DISCOVERY-IMO-9802683-MMSI-232021171,MEYE7,9802683,232021171,530,999
Spirit of Endeavour,Cruise West,https://www.vesselfinder.com/vessels/SPIRIT-OF-ENDEAVOUR-IMO-0-MMSI-235082858,2DXT6,,235082858,34,86
Spirit of Glacier Bay,Cruise West,https://en.wikipedia.org/wiki/Spirit_of_Glacier_Bay,WDD4938,8883563,367129000,28,102
Crystal Esprit,Crystal Cruises,https://www.vesselfinder.com/vessels/CRYSTAL-ESPRIT-IMO-8705266-MMSI-311000506,C6CL7,8705266,311000506,91,71
Crystal Serenity,Crystal Cruises,https://en.wikipedia.org/wiki/Crystal_Serenity,C6SY3,9243667,311536000,655,1254
Crystal Symphony,Crystal Cruises,https://en.wikipedia.org/wiki/Crystal_Symphony,C6MY5,9066667,309168000,545,1040
Franconia,Cunard Line,https://www.vesselfinder.com/vessels/FRANCONIA-IMO-0-MMSI-211523120,DA5093,,211523120,500,1700
Queen Elizabeth,Cunard Line,https://en.wikipedia.org/wiki/MS_Queen_Elizabeth,ZCEF2,9477438,310625000,900,2547
Queen Mary 2,Cunard Line,https://en.wikipedia.org/wiki/RMS_Queen_Mary_2,ZCEF6,9241061,310627000,1253,3271
Queen Victoria,Cunard Line,https://en.wikipedia.org/wiki/MS_Queen_Victoria,ZCEF3,9320556,310624000,900,2489
Salamis Glory,Cypriot Salamis Cruises,https://en.wikipedia.org/wiki/Salamis_Glory,P3CK7, 5018698,,150,500
Pearl Seaways,DFDS Seaways,https://en.wikipedia.org/wiki/MS_Pearl_Seaways,OWFU2, 8701674,219945000,130,2200
Glory Sea,Diamond Cruises,https://en.wikipedia.org/wiki/MV_Glory_Sea,C6TN4,9183518,311705000,230,838
Disney Dream,Disney Cruise Line,https://en.wikipedia.org/wiki/Disney_Dream,C6YR6, 9434254,311042900,1458,4000
Disney Fantasy,Disney Cruise Line,https://en.wikipedia.org/wiki/Disney_Fantasy,C6ZL6,9445590,311058700,1458,4000
Disney Magic,Disney Cruise Line,https://en.wikipedia.org/wiki/Disney_Magic,C6PT7, 9126807,308516000,947,2700
Disney Wonder,Disney Cruise Line,https://en.wikipedia.org/wiki/Disney_Wonder,C6QM8,9126819,308457000,947,2456
OceanBreeze,Dolphin Cruise Lines,https://www.vesselfinder.com/vessels/OCEAN-BREEZE-IMO-9391529-MMSI-636018267,D5OY2,9391529,636018267,300,1160
Explorer Dream,Dream Cruises,https://en.wikipedia.org/wiki/Explorer_Dream,C6AV6,9141077,311000165,1300,2800
Genting Dream,Dream Cruises,https://en.wikipedia.org/wiki/Genting_Dream,C6BO5,9733105,311000319,2000,3400
World Dream,Dream Cruises,https://en.wikipedia.org/wiki/World_Dream,C6BO4,9733117,311000318,2000,3400
Safari Endeavour,EastLodge IV LLC,https://www.vesselfinder.com/vessels/SAFARI-ENDEAVOUR-IMO-8963698-MMSI-338423000,WDG2742,8963698,338423000,37,84
EasyCruiseOne,easyCruise,https://en.wikipedia.org/wiki/EasyCruiseOne,9HJU9,8708658,,75,100
Monet,Elegant Cruises,https://www.vesselfinder.com/vessels/MONET-IMO-7045803-MMSI-376457000,J8VE3,7045803,376457000,29,50
Orient Queen,Etstur,https://en.wikipedia.org/wiki/MV_Orient_Queen,9HA2738,6821080,215467000,400,912
Golden Princess,Eurasia International,https://en.wikipedia.org/wiki/MS_Golden_Princess_(2000),C6DC,6622458,6622458,173,515
Balmoral,Fred. Olsen Cruise Lines,https://en.wikipedia.org/wiki/MV_Balmoral_(2008),C6II4,8506294,308785000,530,1420
Black Watch,Fred. Olsen Cruise Lines,https://en.wikipedia.org/wiki/MS_Black_Watch_(1971),C6RS5,7108930,311166000,330,846
Boudicca,Fred. Olsen Cruise Lines,https://en.wikipedia.org/wiki/MV_Boudicca,C6VA3,7218395,309964000,329,924
Braemar,Fred. Olsen Cruise Lines,https://en.wikipedia.org/wiki/MS_Braemar,C6SY7,9000699,311541000,371,970
50 Let Pobedy,FSUE Atomflot,https://en.wikipedia.org/wiki/50_Let_Pobedy,UGYU,9152959,,189,128
Greg Mortimer,Greg Mortimer Owner Ltd,https://www.vesselfinder.com/vessels/GREG-MORTIMER-IMO-9834648-MMSI-311000866,C6ED7,9834648,311000866,100,120
Bremen,Hapag-Lloyd Cruises,https://en.wikipedia.org/wiki/MS_Bremen,C6JC3,8907424,308429000,100,155
Europa,Hapag-Lloyd Cruises,https://en.wikipedia.org/wiki/MS_Europa_(1999),C6QK8,9183855,308007000,285,408
Europa 2,Hapag-Lloyd Cruises,https://www.vesselfinder.com/vessels/EUROPA-2-IMO-9616230-MMSI-229378000,9HA3283,9616230,229378000,370,516
Hanseatic Inspiration,Hapag-Lloyd Cruises,https://www.vesselfinder.com/vessels/HANSEATIC-INSPIRATN-IMO-9817145-MMSI-311000910,C6EJ3,9817145,311000910,170,230
Hanseatic Nature,Hapag-Lloyd Cruises,https://www.vesselfinder.com/vessels/HANSEATIC-NATURE-IMO-9817133-MMSI-311000865,C6ED6,9817133,311000865,170,230
Hanseatic Spirit,Hapag-Lloyd Cruises,http://www.shipspotting.com/gallery/photo.php?lid=1392039,V2OT2,9088263,304691000,175,230
RCGS Resolute,Hapag-Lloyd Cruises,https://www.vesselfinder.com/vessels/RCGS-RESOLUTE-IMO-9000168-MMSI-255806208,CQAL6,9000168,255806208,125,184
Ocean Mist ,Hapero Sg Ltd,https://www.vesselfinder.com/vessels/OCEAN-MIST-IMO-5309906-MMSI-0,XUZT9,5309906,,140,220
Harmony Princess,Harmony Cruise,https://en.wikipedia.org/wiki/Harmony_Princess,IBNC,6910544,247818000,400,1005
Hebridean Princess,Hebridean Island Cruises,https://en.wikipedia.org/wiki/MV_Hebridean_Princess,GNHV,6409351,,38,870
Henna,HNA Tourism Cruise,https://en.wikipedia.org/wiki/Henna_(ship),9HA2479,8314122,248708000,670,1486
Amsterdam,Holland America Line,https://en.wikipedia.org/wiki/MS_Amsterdam,PBAD,9188037,244370000,647,1656
Eurodam,Holland America Line,https://en.wikipedia.org/wiki/MS_Eurodam,PHOS,9378448,245206000,929,2525
Koningsdam,Holland America Line,https://en.wikipedia.org/wiki/MS_Koningsdam,PBGJ,9692557,244830547,1036,3194
Maasdam,Holland America Line,https://en.wikipedia.org/wiki/MS_Maasdam,PFRO,8919257,244958000,588,1510
Nieuw Amsterdam,Holland America Line,https://en.wikipedia.org/wiki/MS_Nieuw_Amsterdam_(2009),PBWQ,9378450,246648000,929,2527
Nieuw Statendam,Holland America Line,https://en.wikipedia.org/wiki/MS_Nieuw_Statendam,PBCO,9767106,244140580,1031,2650
Noordam,Holland America Line,https://en.wikipedia.org/wiki/MS_Noordam,PHET,9230115,246028000,820,2366
Oosterdam,Holland America Line,https://en.wikipedia.org/wiki/MS_Oosterdam,PBKH,9221281,245417000,817,2429
Rotterdam,Holland America Line,https://en.wikipedia.org/wiki/MS_Rotterdam,PDGS,9122552,246167000,776,1685
Ryndam,Holland America Line,http://www.shipspotting.com/gallery/photo.php?lid=1302424,PHFV,8919269,245026000,580,1260
Veendam,Holland America Line,https://en.wikipedia.org/wiki/MS_Veendam,PHEO,9102992,246506000,588,1620
Volendam,Holland America Line,https://en.wikipedia.org/wiki/MS_Volendam,PCHM,9156515,245968000,647,1718
Westerdam,Holland America Line,https://en.wikipedia.org/wiki/MS_Westerdam,PINX,9226891,244128000,817,2362
Zaandam,Holland America Line,https://en.wikipedia.org/wiki/MS_Zaandam,PDAN,9156527,246442000,647,1718
Zuiderdam,Holland America Line,https://en.wikipedia.org/wiki/MS_Zuiderdam,PBIG,9221279,245304000,842,2364
Hondius,Hondius Scheepsreizen BV,https://www.vesselfinder.com/vessels/HONDIUS-IMO-9818709-MMSI-244327000,PCEP,9818709,244327000,76,196
Vidanta Alegria,Hoteles Dinamicos SA de CV,https://www.vesselfinder.com/vessels/VIDANTA-ELEGANT-IMO-8709573-MMSI-309695000,C6WC2,8709573,309695000,215,540
Finnmarken,Hurtigruten,https://www.vesselfinder.com/vessels/FINNMARKEN-IMO-9231951-MMSI-259210000,LDBE,9231951,259210000,150,1000
Fram,Hurtigruten,https://en.wikipedia.org/wiki/MS_Fram,LADA7,9370018,258932000,75,400
Fridtjof Nansen,Hurtigruten,https://www.vesselfinder.com/vessels/FRIDTJOF-NANSEN-IMO-9813084-MMSI-257088070,LACN8,9813084,257088070,151,600
Kong Harald,Hurtigruten,https://www.vesselfinder.com/vessels/KONG-HARALD-IMO-9039119-MMSI-257200000,LGIY,9039119,257200000,70,622
Lofoten,Hurtigruten,https://www.vesselfinder.com/vessels/LOFOTEN-IMO-5424562-MMSI-258477000,LIXN,5424562,258477000,40,340
Midnatsol ,Hurtigruten,https://www.vesselfinder.com/vessels/MIDNATSOL-IMO-9247728-MMSI-258595000,LEFO3,9247728,258595000,75,1000
